Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,39,No,1,Graduate,No,11893,960,170914,360,1,Rural,1
Male,21,Yes,0,Not Graduate,No,7471,2463,66158,360,1,Rural,1
Female,57,Yes,2,Graduate,Yes,6934,1662,128350,360,1,Semiurban,1
Female,20,No,1,Graduate,No,5870,2103,94239,360,1,Semiurban,1
Female,46,Yes,0,Not Graduate,No,4139,4497,111853,360,1,Semiurban,1
Female,58,Yes,0,Not Graduate,Yes,7385,669,71643,180,0,Semiurban,1
Male,46,Yes,1,Graduate,Yes,3113,2131,45174,360,0,Semiurban,1
Female,51,No,3+,Graduate,No,6118,1049,63358,360,0,Rural,0
Female,51,Yes,0,Graduate,No,7077,1571,79043,360,1,Urban,1
Male,45,Yes,1,Not Graduate,No,4939,2280,80861,360,1,Rural,1
Female,30,Yes,0,Graduate,No,3097,656,38661,240,0,Semiurban,0
Male,32,Yes,2,Graduate,No,4879,1072,111811,360,1,Rural,1
Female,40,No,0,Graduate,No,2917,1298,56175,360,0,Semiurban,0
Female,61,No,1,Graduate,No,2627,2483,97180,360,1,Rural,1
Female,43,No,0,Not Graduate,No,5840,4362,61478,180,1,Semiurban,1
Male,21,No,1,Not Graduate,No,3974,474,48256,360,1,Urban,1
Male,43,No,2,Graduate,Yes,5799,1059,96770,120,1,Semiurban,1
Female,57,Yes,2,Graduate,No,3990,1607,91107,180,0,Rural,1
Male,26,No,2,Graduate,No,4942,1602,102519,240,1,Semiurban,1
Male,22,Yes,1,Not Graduate,No,8425,2521,186930,60,1,Semiurban,1
Male,49,Yes,2,Not Graduate,No,3303,670,131123,360,1,Urban,1
Male,37,No,1,Not Graduate,No,2857,1537,217159,360,1,Rural,1
Male,67,Yes,3+,Not Graduate,No,4711,1300,87306,360,1,Urban,1
Male,28,No,1,Graduate,No,774,3221,73963,360,0,Semiurban,1
Female,32,Yes,1,Not Graduate,No,5570,1918,118594,360,1,Semiurban,1
Female,49,No,0,Graduate,No,2170,1267,207596,120,1,Rural,1
Male,45,Yes,1,Graduate,Yes,9952,4790,63096,60,1,Semiurban,1
Female,39,No,0,Graduate,No,5847,1183,172829,360,1,Semiurban,1
Female,58,No,2,Graduate,No,6308,954,119376,360,1,Urban,1
Female,34,Yes,1,Not Graduate,No,6398,2896,82743,180,0,Urban,0
Female,43,Yes,3+,Graduate,No,2764,1235,180108,180,1,Semiurban,1
Male,61,Yes,0,Not Graduate,No,3114,1905,61092,360,1,Urban,1
Female,24,Yes,0,Graduate,No,1319,7227,128930,360,1,Semiurban,1
Female,59,No,2,Graduate,No,8925,1221,91654,360,1,Urban,1
Male,43,No,0,Graduate,No,1680,834,154350,360,1,Rural,1
Male,42,Yes,0,Graduate,No,3608,1522,112867,360,0,Rural,1
Female,27,No,2,Graduate,No,7593,1413,153097,180,1,Semiurban,1
Female,62,No,1,Graduate,No,9141,3338,100637,360,1,Urban,1
Female,36,Yes,0,Not Graduate,No,3132,605,82954,120,0,Urban,1
Female,28,No,2,Graduate,No,1308,15523,95573,240,0,Semiurban,1
Female,30,No,0,Graduate,No,4182,1016,106211,360,1,Rural,1
Female,25,Yes,2,Not Graduate,No,4446,2752,113656,360,1,Rural,1
Male,57,Yes,0,Graduate,No,4695,3818,129696,360,0,Semiurban,1
Female,21,Yes,1,Graduate,Yes,3031,2107,99370,360,1,Urban,1
Female,64,No,0,Graduate,Yes,3351,2967,129554,360,1,Urban,1
Male,48,No,1,Graduate,No,2400,1913,239793,360,1,Urban,1
Male,45,No,0,Graduate,No,4004,2998,73895,60,1,Urban,1
Male,28,Yes,2,Graduate,Yes,5890,1286,147541,360,1,Urban,1
Male,60,Yes,0,Graduate,No,4263,1071,75183,360,1,Urban,1
Female,18,Yes,0,Graduate,No,3546,435,67685,360,1,Semiurban,1
Female,66,Yes,1,Graduate,Yes,7145,2561,175294,180,0,Urban,1
Female,64,No,0,Graduate,No,4246,1373,68850,360,1,Semiurban,1
Female,69,No,0,Not Graduate,No,3709,2438,97722,180,1,Urban,1
Female,55,No,0,Graduate,No,3814,1402,71676,360,1,Rural,1
Female,41,No,0,Graduate,No,1761,4877,259695,240,1,Urban,1
Male,64,Yes,0,Not Graduate,No,1893,1585,97604,360,1,Urban,1
Female,48,Yes,0,Not Graduate,No,3379,1099,63559,360,1,Urban,1
Male,58,Yes,0,Not Graduate,No,2339,1314,69756,240,1,Rural,1
Male,63,No,1,Not Graduate,Yes,3543,2700,230650,180,1,Semiurban,1
Female,67,No,1,Graduate,No,6087,18684,90609,180,0,Semiurban,1
Male,43,Yes,0,Graduate,No,5560,5416,95542,360,1,Rural,1
Female,66,Yes,3+,Graduate,No,4607,687,178753,360,0,Rural,0
Male,67,Yes,2,Graduate,No,6044,2184,164292,360,1,Urban,1
Female,22,Yes,0,Graduate,Yes,6756,965,69471,240,1,Semiurban,1
Male,37,Yes,0,Graduate,No,6611,1319,71812,360,1,Rural,1
Female,69,Yes,3+,Not Graduate,No,6513,1415,79129,240,1,Semiurban,1
Female,58,Yes,0,Graduate,No,1773,1687,86608,360,1,Urban,1
Female,28,No,0,Graduate,Yes,1170,3649,137712,360,1,Rural,1
Female,50,Yes,0,Graduate,No,2279,1466,95342,360,1,Semiurban,1
Female,67,Yes,2,Graduate,No,2768,2067,87335,360,1,Rural,1
Male,55,Yes,0,Not Graduate,Yes,6356,1796,98914,360,1,Semiurban,1
Male,44,Yes,2,Not Graduate,Yes,3436,1033,78736,120,1,Semiurban,1
Male,51,Yes,1,Not Graduate,No,2730,1172,183936,360,1,Semiurban,1
Female,32,Yes,1,Graduate,Yes,4016,1110,74703,360,0,Rural,0
Male,49,Yes,2,Not Graduate,No,5021,3073,99778,120,1,Semiurban,1
Female,38,Yes,0,Graduate,No,5799,1343,126372,360,1,Urban,1
Female,63,No,1,Not Graduate,No,2841,7443,129307,360,1,Semiurban,1
Male,22,Yes,0,Graduate,No,2050,966,84486,180,1,Urban,1
Male,23,No,0,Graduate,No,2282,964,153059,120,1,Urban,1
Female,55,Yes,0,Not Graduate,No,3913,769,232639,180,1,Semiurban,1
Male,39,Yes,0,Graduate,No,1936,1659,202980,240,0,Urban,0
Female,35,Yes,0,Not Graduate,No,6431,1174,36608,360,1,Urban,1
Female,31,Yes,0,Graduate,Yes,1947,1363,95482,360,1,Urban,1
Female,27,No,0,Not Graduate,No,1430,4103,75754,180,1,Urban,1
Female,63,No,1,Not Graduate,No,3996,1582,123309,180,1,Urban,1
Female,30,No,0,Graduate,Yes,3085,1339,150368,360,1,Urban,1
Male,48,No,1,Graduate,No,4830,2272,62336,180,1,Semiurban,1
Male,47,No,0,Graduate,No,2698,2099,139689,240,0,Semiurban,0
Female,20,Yes,0,Not Graduate,No,4637,3304,97675,360,1,Rural,1
Female,47,Yes,0,Graduate,No,6662,3530,88879,120,1,Urban,1
Male,23,No,0,Graduate,No,2504,2597,121960,360,0,Semiurban,0
Male,46,No,1,Graduate,No,4952,3828,93144,360,0,Semiurban,1
Female,25,Yes,0,Graduate,Yes,10694,1050,155305,360,1,Urban,1
Male,61,No,3+,Graduate,No,5783,1643,84328,180,1,Semiurban,1
Female,62,Yes,3+,Graduate,Yes,2262,1995,168275,360,1,Semiurban,1
Male,60,Yes,0,Not Graduate,No,4451,1939,97882,240,1,Semiurban,1
Female,61,Yes,2,Graduate,No,1667,21251,38141,180,1,Semiurban,1
Male,50,No,0,Graduate,No,1817,4351,71594,360,1,Semiurban,1
Female,34,No,1,Graduate,Yes,8911,4223,94673,120,1,Rural,1
Male,65,Yes,1,Graduate,No,4650,1436,114443,180,1,Rural,1
Male,28,Yes,0,Not Graduate,No,9163,1714,94895,360,1,Urban,1
Female,30,Yes,0,Graduate,No,4701,3335,74691,360,1,Semiurban,1
Male,67,No,0,Graduate,No,2624,6017,201264,360,1,Urban,1
Female,28,Yes,0,Graduate,No,3736,913,173105,360,1,Semiurban,1
Male,48,Yes,1,Not Graduate,No,4276,1238,60908,180,1,Semiurban,1
Female,45,Yes,0,Not Graduate,No,13741,1542,70479,240,1,Urban,1
Male,61,Yes,0,Graduate,No,5551,2225,112156,360,1,Urban,1
Female,23,Yes,0,Graduate,No,2330,3354,92881,180,1,Urban,1
Male,58,No,2,Graduate,Yes,3242,3207,33031,360,0,Urban,1
Female,33,Yes,0,Not Graduate,No,4835,2600,74044,360,1,Rural,1
Male,21,No,2,Graduate,No,1895,984,132352,240,1,Semiurban,1
Female,52,Yes,1,Not Graduate,Yes,3602,1576,103244,360,1,Semiurban,1
Female,65,Yes,1,Not Graduate,No,3219,620,68019,360,1,Semiurban,1
Female,43,Yes,1,Not Graduate,Yes,4873,3956,78932,180,1,Urban,1
Male,29,No,0,Graduate,Yes,3431,1857,90282,360,1,Urban,1
Female,28,No,0,Graduate,Yes,1573,712,274935,60,1,Rural,1
Male,54,No,1,Not Graduate,No,3542,11879,100156,360,1,Semiurban,1
Female,42,Yes,3+,Graduate,No,5772,235,73920,360,1,Semiurban,1
Male,35,Yes,1,Graduate,No,8665,1719,203056,360,1,Rural,1
Female,36,No,0,Graduate,No,6485,5174,124476,360,1,Urban,1
Male,40,No,0,Graduate,No,1397,1226,71529,240,1,Rural,1
Male,55,Yes,3+,Graduate,No,1633,2063,99482,360,1,Semiurban,1
Female,35,No,0,Graduate,No,1930,2651,91433,360,1,Urban,1
Male,43,Yes,0,Graduate,No,8985,290,122939,240,0,Urban,1
Male,23,Yes,0,Graduate,No,4900,756,59696,360,1,Urban,1
Female,21,Yes,3+,Graduate,No,17740,1722,61289,180,1,Urban,1
Male,61,Yes,0,Graduate,No,7868,1693,89065,60,1,Urban,1
Male,68,Yes,0,Graduate,No,3855,615,69419,360,1,Urban,1
Male,46,Yes,1,Not Graduate,No,2770,1779,148283,180,0,Urban,0
Female,51,Yes,0,Not Graduate,No,4557,2774,65422,180,1,Semiurban,1
Male,34,Yes,2,Not Graduate,No,6030,5074,258585,240,1,Urban,1
Female,60,Yes,1,Not Graduate,No,7529,2135,92900,360,1,Urban,1
Male,60,No,0,Graduate,No,3061,873,104048,240,1,Semiurban,1
Male,33,Yes,2,Graduate,No,13564,2857,113596,360,0,Semiurban,1
Male,19,Yes,3+,Graduate,Yes,3545,3137,95878,360,0,Rural,1
Female,51,Yes,0,Graduate,No,7405,1586,158241,360,1,Semiurban,1
Male,25,No,0,Graduate,No,4456,1338,104634,360,1,Urban,1
Male,30,Yes,2,Graduate,No,2943,1253,80132,180,0,Semiurban,0
Female,59,Yes,0,Not Graduate,No,1120,2985,57181,360,0,Rural,0
Male,25,Yes,3+,Graduate,No,1731,1614,115442,240,0,Rural,1
Female,47,No,3+,Graduate,Yes,7376,2361,142309,360,0,Rural,1
Female,49,Yes,0,Not Graduate,Yes,5718,995,59459,360,1,Semiurban,1
Male,53,Yes,3+,Not Graduate,No,5195,1917,84757,60,1,Rural,1
Female,64,Yes,0,Graduate,No,9251,749,145258,360,1,Urban,1
Male,47,Yes,1,Not Graduate,No,2023,1132,70224,360,1,Semiurban,1
Female,18,No,0,Graduate,Yes,2742,1876,69969,360,1,Semiurban,1
Female,60,No,2,Not Graduate,No,2856,997,92908,360,1,Urban,1
Male,56,No,1,Graduate,No,1630,1316,167063,360,1,Rural,1
Female,34,No,1,Graduate,No,2254,3319,142548,240,1,Urban,1
Female,37,Yes,3+,Not Graduate,No,1913,1425,167113,360,1,Urban,1
Female,41,Yes,1,Graduate,No,1419,1350,66339,180,1,Urban,1
Female,67,No,0,Graduate,No,2125,888,75824,360,1,Semiurban,1
Female,39,Yes,2,Graduate,No,3499,1191,91916,360,0,Semiurban,1
Male,46,No,1,Graduate,No,10638,1798,87325,240,0,Urban,1
Female,39,Yes,3+,Not Graduate,No,1975,3000,72350,360,1,Rural,1
Male,61,Yes,3+,Graduate,No,6933,529,119650,60,1,Urban,1
Female,26,No,0,Graduate,No,4157,3439,51435,240,0,Semiurban,0
Male,54,No,0,Graduate,No,4732,1332,104803,360,0,Semiurban,1
Male,27,No,0,Graduate,No,3971,1676,191903,360,1,Rural,1
Female,53,Yes,1,Graduate,No,1197,3176,101864,360,1,Rural,1
Female,54,No,0,Graduate,Yes,1937,10721,70764,360,1,Urban,1
Female,45,Yes,2,Not Graduate,No,5136,2795,59149,360,1,Semiurban,1
Male,45,Yes,0,Graduate,No,3743,1220,114042,120,0,Rural,0
Female,59,No,0,Graduate,Yes,1356,2096,197708,360,1,Urban,1
Male,60,No,0,Graduate,No,3195,2532,107513,360,1,Urban,1
Male,38,Yes,0,Graduate,No,5194,588,86328,180,1,Semiurban,1
Male,41,No,1,Graduate,No,1715,759,72751,360,1,Semiurban,1
Female,59,Yes,0,Not Graduate,No,2869,2495,54669,360,1,Rural,1
Female,57,Yes,0,Not Graduate,No,9054,2760,110083,360,1,Semiurban,1
Male,19,Yes,0,Graduate,Yes,5185,2446,52020,360,1,Semiurban,1
Male,25,No,2,Graduate,No,9433,3044,142353,360,1,Rural,1
Female,65,Yes,2,Not Graduate,No,2905,1344,126859,360,0,Urban,0
Male,44,No,0,Graduate,No,6967,4291,90543,180,1,Semiurban,1
Female,39,Yes,1,Graduate,Yes,1960,7764,127914,360,1,Rural,1
Male,54,No,0,Not Graduate,Yes,5992,1079,105776,240,1,Semiurban,1
Female,44,Yes,0,Not Graduate,No,2370,660,127458,360,1,Urban,1
Male,46,No,1,Graduate,No,4790,1705,141189,360,1,Semiurban,1
Female,20,Yes,0,Graduate,No,4937,3650,89141,360,1,Semiurban,1
Male,61,No,2,Graduate,Yes,5502,3068,58774,360,0,Rural,0
Female,30,No,0,Graduate,No,1988,2027,243580,360,1,Urban,1
Female,62,No,3+,Not Graduate,No,4402,284,90643,360,0,Rural,0
Male,27,Yes,0,Graduate,No,3696,1038,83183,360,1,Urban,1
Male,53,No,1,Graduate,No,7728,4375,117900,180,1,Semiurban,1
Female,26,Yes,3+,Graduate,No,2479,447,91371,60,1,Semiurban,1
Male,44,No,0,Graduate,No,1662,1838,59683,360,0,Rural,0
Female,51,No,0,Graduate,No,1356,1142,61283,120,1,Semiurban,1
Male,68,Yes,0,Not Graduate,No,3067,3050,69138,360,0,Rural,1
Female,18,Yes,1,Graduate,Yes,2818,476,113884,360,1,Semiurban,1
Female,49,Yes,0,Graduate,No,3040,1421,74742,360,0,Semiurban,1
Female,42,Yes,0,Graduate,No,3048,2049,143516,360,1,Urban,1
Female,46,No,1,Not Graduate,No,8405,1364,92782,360,0,Urban,0
Female,24,Yes,0,Graduate,No,3333,2928,95657,120,1,Urban,1
Female,66,Yes,1,Graduate,No,7177,526,101112,360,1,Urban,1
Male,20,Yes,0,Graduate,No,4585,736,65136,360,1,Urban,1
Male,37,Yes,0,Graduate,No,2105,1392,164404,360,1,Semiurban,1
Male,37,Yes,1,Not Graduate,No,3659,2367,111759,360,1,Rural,1
Female,47,No,1,Graduate,No,9203,2724,92112,240,1,Semiurban,1
Female,52,Yes,0,Not Graduate,No,6694,2076,79883,360,1,Urban,1
Female,52,No,0,Not Graduate,No,7491,866,79268,360,1,Semiurban,1
Female,66,Yes,0,Not Graduate,No,4929,1121,62137,120,1,Semiurban,1
Male,56,Yes,0,Graduate,No,2734,4378,57951,360,1,Semiurban,1
Male,44,No,0,Graduate,No,9740,9107,57956,360,1,Semiurban,1
Female,43,Yes,0,Graduate,No,5093,2943,151022,180,1,Urban,1
Male,31,Yes,1,Graduate,No,6364,2381,72647,360,0,Rural,1
Male,34,Yes,1,Not Graduate,No,3885,718,64182,180,1,Semiurban,1
Female,35,Yes,0,Not Graduate,No,1958,2116,165244,360,0,Semiurban,0
Male,62,Yes,0,Graduate,No,4614,469,101141,360,1,Urban,1
Female,69,Yes,0,Graduate,No,10060,5172,61727,360,1,Urban,1
Male,46,Yes,1,Graduate,No,5913,2829,124032,240,0,Semiurban,1
Female,37,Yes,3+,Graduate,No,5076,1726,176534,360,1,Rural,1
Female,44,Yes,1,Not Graduate,No,2173,715,129470,60,0,Semiurban,0
Female,35,Yes,1,Graduate,No,9079,2090,104326,360,1,Urban,1
Female,21,Yes,2,Graduate,No,8170,543,119032,240,1,Semiurban,1
Male,18,Yes,0,Graduate,No,1249,1405,159201,180,0,Semiurban,0
Female,67,No,0,Not Graduate,No,6357,2519,197046,360,1,Urban,1
Female,18,Yes,1,Graduate,No,3134,1022,67479,360,0,Rural,1
Female,43,No,0,Not Graduate,No,4337,1750,99603,180,1,Semiurban,1
Male,62,Yes,1,Not Graduate,No,2229,11663,125722,360,1,Semiurban,1
Female,37,No,1,Graduate,Yes,3914,432,105745,360,1,Semiurban,1
Male,69,Yes,2,Graduate,No,1881,974,122012,360,1,Urban,1
Female,40,No,0,Graduate,Yes,2248,1470,238815,360,1,Urban,1
Male,27,No,1,Graduate,No,4967,1182,88900,360,1,Semiurban,1
Male,28,Yes,1,Not Graduate,No,2312,2597,56100,360,1,Urban,1
Female,58,No,2,Graduate,Yes,4709,2785,206906,360,1,Urban,1
Male,58,Yes,2,Graduate,No,3888,1874,200209,360,1,Semiurban,1
Female,22,Yes,3+,Graduate,No,15201,2016,122676,120,1,Semiurban,1
Female,18,No,0,Graduate,No,2469,429,80978,360,1,Semiurban,1
Female,34,No,0,Graduate,Yes,2975,2638,139108,360,1,Urban,1
Male,39,Yes,0,Graduate,No,2368,2110,100013,360,1,Urban,1
Male,51,Yes,0,Graduate,No,8585,1038,87224,360,1,Urban,1
Female,62,No,3+,Graduate,No,3881,6601,75315,240,0,Semiurban,1
Female,58,No,3+,Graduate,Yes,3304,1704,98075,360,0,Semiurban,1
Male,46,No,0,Graduate,No,5780,2165,122854,120,1,Urban,1
Female,21,No,0,Graduate,No,2160,1749,105416,360,1,Rural,1
Female,22,Yes,0,Not Graduate,No,1627,482,140607,360,1,Semiurban,1
Female,28,No,2,Graduate,No,4320,804,90427,180,0,Rural,0
Male,68,Yes,0,Graduate,No,4012,1449,83496,360,1,Urban,1
Male,38,Yes,0,Graduate,No,2340,3966,115263,360,1,Semiurban,1
Male,52,Yes,0,Graduate,No,4506,1253,102182,360,1,Semiurban,1
Female,29,Yes,0,Graduate,No,11047,2131,178727,360,1,Urban,1
Female,43,Yes,3+,Not Graduate,No,4762,2601,85936,360,1,Rural,1
Female,68,No,0,Graduate,No,1108,953,80747,360,1,Rural,1
Male,36,Yes,0,Graduate,No,8520,855,92270,360,1,Urban,1
Female,62,Yes,0,Graduate,No,12011,1049,83678,240,1,Semiurban,1
Female,24,No,0,Graduate,No,5001,998,76719,180,0,Urban,1
Female,64,Yes,1,Graduate,Yes,4035,757,51387,120,1,Rural,1
Female,24,Yes,0,Graduate,No,1438,3603,62228,360,1,Urban,1
Male,43,Yes,0,Not Graduate,No,2166,2888,94081,360,1,Rural,1
Male,57,No,2,Graduate,Yes,3028,760,58511,360,1,Rural,1
Female,22,Yes,0,Graduate,No,2343,2067,123730,240,1,Semiurban,1
Male,38,Yes,1,Not Graduate,No,2682,1397,114461,360,1,Semiurban,1
Male,31,Yes,0,Not Graduate,No,3921,1642,75511,360,1,Urban,1
Female,21,Yes,0,Not Graduate,No,2414,1857,96650,360,1,Urban,1
Female,40,Yes,1,Graduate,Yes,9060,553,91431,360,0,Urban,1
Male,59,Yes,2,Graduate,No,3807,367,47957,180,1,Semiurban,1
Female,37,Yes,1,Not Graduate,No,4928,1837,117945,180,0,Urban,0
Male,32,No,0,Graduate,No,4942,1325,77730,60,1,Urban,1
Female,67,Yes,0,Graduate,No,4580,1513,66842,360,1,Semiurban,1
Male,69,Yes,0,Not Graduate,No,3746,1075,129480,360,1,Rural,1
Female,62,Yes,1,Graduate,No,6632,1790,108801,360,1,Semiurban,1
Male,46,Yes,1,Not Graduate,No,7521,472,142130,360,1,Rural,1
Male,25,No,0,Not Graduate,No,1055,1846,94168,120,1,Rural,0
Male,58,Yes,1,Not Graduate,No,1537,233,107593,360,1,Urban,1
Female,65,Yes,1,Graduate,No,2628,1001,135898,180,1,Rural,1
Male,36,No,0,Graduate,No,1864,1225,193017,60,1,Semiurban,1
Male,65,Yes,1,Not Graduate,No,2342,413,87152,360,1,Semiurban,1
Female,56,Yes,0,Not Graduate,No,2774,4967,109014,360,1,Urban,1
Female,63,Yes,0,Graduate,No,3120,1671,124172,360,1,Semiurban,1
Male,45,Yes,3+,Graduate,No,1488,985,123776,360,1,Urban,1
Male,63,Yes,0,Not Graduate,No,2839,8143,80396,360,1,Rural,1
Female,44,Yes,0,Graduate,No,8549,2156,94389,360,1,Rural,1
Female,21,Yes,1,Graduate,No,3131,2389,123686,360,1,Semiurban,1
Female,32,No,3+,Graduate,No,5193,1490,105917,360,1,Semiurban,1
Female,52,Yes,3+,Graduate,No,3496,1157,212321,240,1,Semiurban,1
Female,54,Yes,1,Not Graduate,No,3900,2102,87220,360,1,Urban,1
Male,18,Yes,0,Graduate,No,3397,184,71690,360,1,Urban,1
Female,20,Yes,3+,Graduate,No,5686,397,119826,360,1,Rural,1
Male,64,Yes,1,Graduate,No,2224,534,67822,360,1,Urban,1
Male,41,No,0,Graduate,No,4034,262,82176,120,1,Semiurban,1
Male,44,No,2,Graduate,No,2575,2582,101953,60,1,Semiurban,1
Female,57,No,0,Not Graduate,No,5443,960,97422,360,1,Rural,1
Male,53,No,0,Graduate,Yes,1872,4488,96359,360,1,Urban,1
Male,51,Yes,2,Graduate,No,5379,1431,78795,360,1,Rural,1
Female,46,Yes,1,Graduate,No,4126,839,114450,360,1,Urban,1
Male,41,Yes,0,Graduate,No,1704,1500,235398,240,0,Rural,0
Male,41,Yes,0,Graduate,No,10380,3851,137554,180,1,Semiurban,1
Female,59,No,1,Graduate,No,5088,1295,47216,120,1,Urban,1
Male,21,Yes,0,Graduate,Yes,1898,4293,83874,240,0,Urban,1
Male,20,No,0,Graduate,No,3999,3805,122123,360,1,Rural,1
Male,51,Yes,1,Graduate,No,1361,1000,54266,360,0,Urban,1
Female,66,No,2,Not Graduate,Yes,1301,1069,37472,360,1,Semiurban,1
Female,40,No,1,Not Graduate,No,7463,1023,73870,360,1,Semiurban,1
Female,69,No,2,Graduate,No,1772,603,71434,360,1,Semiurban,1
Male,40,No,2,Graduate,No,5839,480,190238,360,1,Semiurban,1
Male,62,Yes,1,Not Graduate,Yes,7334,1060,113799,360,1,Semiurban,1
Female,22,No,0,Graduate,No,2017,224,93167,360,1,Urban,1
Male,48,No,2,Not Graduate,Yes,12682,635,86997,360,1,Rural,1
Male,58,No,0,Graduate,No,3849,2303,118215,240,1,Urban,1
Female,23,No,0,Graduate,No,3748,513,106854,180,1,Urban,1
Female,54,No,0,Not Graduate,Yes,2000,4348,118126,360,1,Urban,1
Male,27,No,2,Graduate,No,2022,2501,112337,360,1,Semiurban,1
Male,57,Yes,0,Graduate,No,976,6823,149591,240,1,Rural,1
Male,24,No,0,Not Graduate,Yes,2284,8080,100020,360,1,Urban,1
Female,56,Yes,1,Not Graduate,Yes,7330,2801,134790,360,1,Semiurban,1
Female,55,Yes,2,Graduate,No,1976,964,113861,360,1,Semiurban,1
Female,38,Yes,1,Graduate,No,2082,410,107042,240,1,Rural,1
Female,37,Yes,0,Graduate,No,1682,475,84132,240,0,Rural,1
Male,20,Yes,0,Not Graduate,No,1608,7424,96163,240,1,Semiurban,1
Female,68,Yes,1,Not Graduate,No,6201,467,96841,360,1,Semiurban,1
Female,39,Yes,0,Not Graduate,No,1756,1297,151979,360,1,Rural,1
Female,64,Yes,1,Not Graduate,Yes,3364,4039,108472,360,1,Semiurban,1
Female,21,Yes,0,Graduate,No,2941,765,68769,360,0,Urban,1
Female,45,No,3+,Not Graduate,No,6463,4429,53174,360,0,Semiurban,1
Male,29,No,0,Not Graduate,No,2204,1465,62621,360,0,Semiurban,0
Male,55,No,0,Not Graduate,No,2811,1837,74939,360,1,Urban,1
Female,68,No,2,Graduate,No,1890,1225,118700,240,0,Urban,1
Male,53,No,0,Not Graduate,No,2479,739,77061,360,1,Urban,1
Female,64,Yes,0,Graduate,No,2120,2689,161231,180,1,Semiurban,1
Female,58,No,2,Graduate,No,3338,2436,60437,360,1,Semiurban,1
Male,22,No,0,Graduate,No,9513,2786,128691,360,1,Urban,1
Male,30,Yes,0,Graduate,No,3222,3474,46856,360,1,Rural,1
Female,40,Yes,0,Graduate,No,7367,1097,63138,180,1,Semiurban,1
Female,67,No,0,Not Graduate,No,6418,2435,66348,360,1,Semiurban,1
Female,47,Yes,0,Graduate,Yes,3549,3185,66019,360,0,Rural,0
Male,54,No,1,Graduate,No,6482,2154,76496,360,1,Urban,1
Female,42,Yes,1,Graduate,Yes,4181,1117,135221,360,1,Semiurban,1
Female,65,Yes,0,Not Graduate,No,1544,2067,131537,360,1,Rural,1
Female,44,Yes,0,Graduate,Yes,3556,314,65989,360,1,Semiurban,1
Male,68,Yes,3+,Graduate,No,4119,2102,91264,360,1,Semiurban,1
Female,31,Yes,3+,Graduate,Yes,10485,638,118391,180,1,Rural,1
Female,65,No,0,Graduate,No,2081,1578,91674,360,1,Urban,1
Male,64,No,2,Not Graduate,Yes,4791,1112,185508,360,1,Semiurban,1
Female,53,No,1,Not Graduate,No,1739,1617,115012,360,1,Rural,1
Female,56,Yes,0,Not Graduate,No,9188,449,69892,60,1,Urban,1
Male,33,No,0,Graduate,No,7587,2734,72728,180,1,Semiurban,1
Female,39,Yes,0,Graduate,No,1773,3223,67057,360,1,Rural,1
Male,38,Yes,2,Graduate,No,10349,711,74629,360,0,Urban,1
Male,38,Yes,1,Graduate,No,6948,523,99569,360,1,Semiurban,1
Female,25,Yes,1,Graduate,No,7778,750,89841,240,1,Semiurban,1
Female,66,Yes,0,Graduate,No,9338,2816,81811,180,1,Rural,1
Female,33,Yes,1,Graduate,No,7155,1475,124582,180,0,Urban,1
Female,48,No,2,Not Graduate,No,2975,1320,113229,360,1,Urban,1
Male,59,No,2,Not Graduate,No,8967,1379,52479,360,1,Semiurban,1
Female,27,Yes,0,Graduate,No,2130,909,59301,360,1,Urban,1
Male,49,Yes,1,Graduate,No,2286,2029,66585,360,1,Urban,1
Female,51,Yes,0,Not Graduate,No,2770,5228,71458,360,1,Urban,1
Female,26,Yes,1,Graduate,No,4447,760,76447,360,0,Rural,1
Female,34,No,1,Not Graduate,No,2099,2562,84007,360,1,Urban,1
Male,28,Yes,0,Graduate,No,1774,1489,113842,180,0,Rural,1
Female,49,No,2,Not Graduate,Yes,2101,1479,62970,180,1,Urban,1
Female,27,No,0,Not Graduate,No,2928,4683,72706,360,1,Semiurban,1
Female,39,Yes,2,Graduate,No,3798,3434,52390,180,1,Semiurban,1
Female,34,No,0,Graduate,No,2306,1566,68288,360,1,Urban,1
Male,21,Yes,1,Graduate,No,1760,3270,90841,360,1,Semiurban,1
Female,65,Yes,3+,Not Graduate,No,4600,393,68952,360,1,Urban,1
Male,69,Yes,0,Graduate,No,10753,268,65335,240,1,Rural,1
Male,64,Yes,1,Graduate,Yes,2839,886,80419,360,1,Semiurban,1
Male,42,Yes,0,Graduate,No,6217,695,108488,360,0,Urban,1
Male,38,Yes,0,Not Graduate,No,3645,1282,68376,360,1,Semiurban,1
Male,54,No,1,Not Graduate,No,5336,3876,148559,360,1,Rural,1
Male,55,No,1,Graduate,No,5938,1316,70366,120,0,Semiurban,1
Female,66,No,3+,Graduate,No,3651,3299,83567,60,1,Urban,1
Male,18,Yes,2,Graduate,No,2018,3241,156866,240,1,Semiurban,1
Male,42,No,1,Graduate,No,1740,383,124213,120,1,Semiurban,1
Male,68,No,1,Graduate,No,7259,2766,93378,360,1,Rural,1
Female,53,No,2,Graduate,No,5315,4021,114528,360,0,Urban,1
Female,34,No,0,Not Graduate,No,6553,4251,59463,240,0,Urban,1
